participant,speech.sample,motion.expression.type
140,Mr Bean &um camina &um <en la> [/] en la escalera ,VPN
140,el perro &um está corriendo de las (1)ovejas,VPN
140,entonces las (1)ovejas &um corren [/] &um corren &um no cerca de el perro sí,VPN
140,en este (1)video Mr Bean &um entra &um al tren,VPN
140,Mr Bean &um camina en [/] &um en la andén &um cerca de el tren,VPN
140,está bailando [^ eng: on] un pie,V
140,&um en este (1)video Mr Bean camina &um cerca de la piscina,VPN
140,y &um (1)eventualmente camina <a una> [//] a un tobogán &um elefante,VPN
140,&um Mr Bean &um sale &um al cuarto &um o a un habitación,VPN
140,y él (1)va a una otra lugar,VPN
140,Mr Bean camina en [/] &um en un brazo # en un pierna,V
140,&um en este (1)video &um él entra a [/] a su habitación ,VPN
140,y Mr Bean baila con un [^ eng: speaker],V
140,y &um él [/] &um él baila <con la> [//] con los pies y con los zapatos negros,V
140,en este (1)video &um Mr Bean camina en el andén,VPN
140,la pañal &um vola [: (1)vuela] [*] en el aire,VPN
140,y [/] &um y la pañal (1)va en una otra dirección desde Mr Bean,VPN
140,y una otra persona cae en el suelo,VPN
140,y él (1)va muve [: (2)mueve] [*] lentamente ,V
140,en este (1)video &um Mr Bean entra a [/] a la fotomatón,VPN
140,y &um <cuando yo> [//] cuando él entra un fotomatón,V
140,&um en este (1)video &um Mr Bean &um (2)va a las escaleras &um con [/] con sus piernas,VPN
140,y él camina muy rápido en este (1)video,V
140,&um en este (1)video &um Mr Bean &um sale &um a su coche,VPN
140,en este (1)video &um Mr Bean corre &um &um en el cuarto de karate,VPN
140,&um en este (1)video &um Mr Bean &um camina &um en [/] en la calle,VPN
140,y (1)eventualmente Mr Bean entra a la tienda para [/] para comprar &um cosas y comidas y bebidas,VPN
140,y &um él sube en la cama,VPN
140,porque él &um &um no (1)va &um a [/] a la tren,VPN
140,está [/] está escalando las escaleras,VN
140,<en este (1)video> [/] en este (2)video &um camina a la carretera al lado de dos [/] dos coches # y al lado de el césped,VPN
140,Mr Bean &um sale su coche,VN
140,&um en este (1)video Mr Bean &um camina en la calle con [/] con un pie,VPN
140,y él corre,V
140,&um en este (1)video Mr Bean ha corrido por [/] &um por un lugar con [/] con dinero com +...,VPN
140,y &um y él corre con un perro,V
140,en este (1)video Mr Bean &um camina un dirección opuesto en [/] &um en la andén,VN
140,&um en este (1)video &um la dentista &um ha caido <a la> [/] a la piso,VPN
140,&um en este (1)video &um Mr Bean muda en el piso con [/] &um con una cosa blanco,VPN
140,en este (1)video &um Mr Bean sube a la dos escaleras,VPN
140,en este (1)video &um Mr Bean &um sale un [/] un taquilla de foto ,VN
140,&um en este (1)video &um Mr Bean &um está corrido [: corriendo] [*] &um al lado de &um una gallina,VPN
140,y él [/] &um él corre,V
140,en este corto señor Bean está corriendo en un festival,VPN
140,&um en este (1)video &um Mr Bean camina &um a la calle,VPN
140,y [/] &um y él &um camina &um en un direc(ción) en un otro dirección del [/] del coche,VPN
140,en este (1)video &um Mr Bean camina con [/] con un pie &um en el medio del calle,VPN
140,y &um y entra la sala,VN
140,en este (1)video &um Mr Bean &um corre alrededor de [/] &um de la manta,VPN
140,&um en este (1)video Mr Bean &um camina en el medio de la calle,VPN
140,y [/] &um y las coches al a derecha de Mr Bean &um &um está muviendo [: (1)moviendo] [*] cerca de un arco,VPN
140,y &um las coches &um a la izquierda de Mr Bean &um está (1)moviendo en [/] en un opuesto dirección,VPN
140,<y la> [//] y el sombrero sube a la tierra,VPN
140,&um en este (1)video &um &um el hombre con [/] &um con la chaquete [: chaqueta] [*] negro &um cae al suelo,VPN
140,y [/] &um y él camina con sus manos y pies &um en [/] en un andén de [//] del tren,VPN
140,&um en este (1)video &um Mr Bean &um entra a la habitación con (2)llave,VPN
140,&um en este (1)video Mr Bean &um corre a las escaleras,VPN
140,&um en este (1)video &um el perro &um corre debajo de [//] del Mr Bean,VPN
140,&um en este (1)video Mr Bean &um &um corre &um en el calle,VPN
140,y él &um entra un [/] un edificio,VN
140,él corre,V
140,&um en este (1)video &um Mr Bean &um sube &um en su libro &um &um con sus zapatos sí,VPN
140,y él está [/] está muve [: (1)mueve] [*] con [/] con un pie,V
140,y la rana sale el jarro,VN
140,y el perro cae por la (1)ventana ,VPN
140,entonces # el niño cae por [/] por el árbol,VPN
140,en este pictura [: imagen] [*] el niño camina en las piedras,VPN
140,y <un boho [: búho] [*]> [/] un boho [: búho] [*] vola [: (1)vuela] [*] con el niño en [//] cerca de los árboles,VPN
140,entonces el (1)venado corre encima de una precipicio,VPN
140,y un perro # corre cerca de el (1)venado,VPN
140,entonces el niño y el perro caen <por su> [/] por el precipio [: precipicio] [*],VPN
140,el niño y el perro caen en un estanque ,VPN
140,&um el niño &um y el perro &um corre <a la> [//] al agua,VPN
140,el niño &um cae &um cerca de tronco,VPN
140,y el perro también cae ,V
140,&um el niño &um cae en el estanque,VPN
140,y también el perro cae en el estanque,VPN
140,y también la rana &um está (1)moviendo &um en el estanque,VPN
140,y la rana &um (1)va a [//] al encima de niño,VPN
140,y la rana &um (1)va a la tronque [: tronco] [*] entre del tronco,VPN
140,el perro y el niño camina en [/] en el césped cerca del tronco,VPN
140,el perro y el niño camina en [/] en el césped cerca del tronco,VPN
140,&um el perro y el niño &um camina &um una otra dirección desde &um el estanque,VN
140,&um el perro y el niño &um camina &um una otra dirección desde &um el estanque,VPN
140,&um la rana &um sale el estanque,VN
140,y la rana &um &um irá a [/] a las huellas,VPN
140,&um la rana &um (1)va a las escaleras ,VPN
140,mientras la rana (1)va a la bañera ,VPN
140,&um en este página &um el niño &um camina <con la> [/] con la cubeta,V
140,y la rana es muve [: (1)mueve] [*] a la mano &um para [/] para recibir atención desde el niño y el perro,VPN
140,el [/] el hombre cae &um en el césped,VPN
140,y la rana &um corre &um no al lado de las personas,VPN
140,&um la rana &um entonces la rana corre,V
140,en este página &um la rana sube [/] &um sube el agua ,VN
140,&um pero el barco &um cae en [/] en el agua,VPN
140,&um en este pictura@n &um la rana sube al cochecito ,VPN
140,y el gato &um corre &um al lado de la rana,VPN
140,entonces &um el gato entonces el perro &um (1)viene &um al lado de la rana,VPN
140,y el gato corre no al lado del perro,VPN
140,el niño y la rana &um camina al lado de la salida del parque,VPN
140,y el perro también &um está caminando,V
140,y [/] &um y la rana sube &um en el saxofón,VPN
140,&um en esta página &um la rana &um sube a su saxofón del [//] del músico,VPN
140,y [/] &um y la rana sube a su cara del [/] del hombre ,VPN
140,y [/] &um y el músico con [/] con el saxofón &um cae en su tambor ,VPN
140,y mientras la rana sube &um <en su xxx> [/] en su ensalada del [/] del otro hombre,VPN
140,&um la mujer &um cae &um a su suelo ,VPN
140,&um la mujer &um cae &um a su silla,VPN
140,y la rana sube &um &um <a la> [/] a la ensalada ,VPN
140,y la copa &um cae también,V
140,&um entonces &um la rana &um sube a su copa del [/] del otro hombre,VPN
140,&um el mesero &um corre &um a su rana,VPN
140,&um y la familia &um &um salen [/] salen la restaurante,VN
140,y el niño &um &um <(1)va a> [/] (2)va a su cuarto con [/] con la rana la tortuga y el perro ,VPN
141,señor Bean &um está corriendo en [/] en su habitación en [/] <en la casa> [//] en su casa,VPN
141,cuando entre [: entra] [*] la piscina,VN
141,&um entonces Mr Bean corre a la trampolín ,VPN
141,y entre [: entra] [*] la piscina con el trampolín,VN
141,y él quiere salir un coche,VN
141,&um él use [//] usa la (1)ventana de la coche escapar &um,V
141,&um Mr Bean es corre o camina en un pie &um no ambos [^ eng: but] sólo pero sólo ,V
141,&um Mr Bean es corre o camina en un pie &um no ambos [^ eng: but] sólo pero sólo ,V
141,y &um yo quiero baja las escaleras &um para ir a &um comprar,VN
141,y &um yo quiero baja las escaleras &um para ir a &um comprar,V
141,y él brinca,V
141,y &um baila,V
141,y corre en su cuarto ,VPN
141,pero no entrar &um al agua,VPN
141,y él camina &um en el piso,VPN
141,Mr Bean &um camina por un túnel ,VPN
141,y él pasa un hombre con &um un saxofón,VN
141,&um y entonces Mr Bean camina por túnel a alguien lugar ,VPN
141,Mr Bean &um camina debajo las escaleras,VPN
141,Mr Bean corre de su habitación &um para entrar la &um +...,VPN
141,Mr Bean corre de su habitación &um para entrar la &um +...,VN
141,y él cerra [: cierra] [*] la puerta después salí [: salir] [*] el habitación ,VN
141,el perro &um corre para organizar &um las (1)ovejas ,V
141,"	y entonces él entre [: entra] [*] el tren",VN
141,él quiere (1)viajar en (2)vacación,V
141,primero Mr Bean &um senta [: sienta] [*] en la cama,VPN
141,y entonces Mr Bean empie(za) [/] empieza a brincar en la cama ,VPN
141,Mr Bean es contento para entrar el centro comercial,VN
141,y &um él &um sube en el andén,VPN
141,&um y él entonces él usa los toboganes &um para entrar la piscina,VN
141,y &um sale su habitación,VN
141,y &um entra la &um corredor ,VN
141,y &um sí él sale su habitación ,VN
141,y él brinca en un pie &um no dos pero un,V
141,&um y brinca en la calle .,VPN
141,Mr Bean (1)vuelve a su habitación &um probablemente,VPN
141,&um entra su habitación,VN
141,&um él también baila ,V
141,pero él baila solo,V
141,porque las personas <no quieren> [/] no quieren bailar con Mr Bean ,V
141,&um y él usa sus pies y sus manos y sus piernas y su cabeza y sus brazos a bailar &um con +...,V
141,él &um quiere &um subir un otro tren .,VN
141,y no quiere usa el piso a entrar la piscina ,VN
141,&um <en los escena> [//] en la escena Mr Bean &um sale un coche de taxi,VN
141,y &um camina a los escaleras &um probablemente <en [^ eng: to]> [//] &um a un hotel,VPN
141,&um y sale el coche,VN
141,el hombre en el traje de karate &um es [//] está corriendo &um sobre el piso,VPN
141,y Mr Bean corre &um del hombre,VPN
141,y &um él entra la tienda,VN
141,él brinca &um con su cuerpo,V
141,y él es &um muy contenta a brincar &um en la cama,VPN
141,porque el tren que él quiere &um (1)viajar ,V
141,fue está saliendo el andén ,VN
141,y él entra a la peculería [: peluquería] [*],VPN
141,y él &um corre de [//] del cámara &um del [//] de el (1)video,VPN
141,y &um él corre,V
141,pero él no corre muy &um rápido &um sí ,V
141,pero Mr Bean &um sale el coche &um para &um hacer &um algo &um,VN
141,&um cuando un coche &um sale &um <de su> [//] de Mr Bean,VPN
141,y &um por eso él no camina o no corre &um al coche ,V
141,y &um por eso él no camina o no corre &um al coche ,VPN
141,&um Mr Bean corre en [//] &um al parque con un perro ,VPN
141,y él entra la taquilla &um para obtene(r) <un billete> [/] &um un billete para &um una juega o un [//] &um una cosa de +...,VN
141,Mr Bean &um camina,V
141,y &um él camina en la andén de tren,VPN
141,&um &um pero Mr Bean <corre a> [//] &um corre en el parque con muchos [//] muchas personas,VPN
141,y él quiere entra la clase ,VN
141,y entonces él entra la clase ,VN
141,y él usa las escaleras &um <para ir> [/] para ir la [//] el andén,VN
141,y &um cuando su termina él sale el fotomatón,VN
141,y entonces él &um decide &um correr después las gallinas,VPN
141,y él corre &um cerca de muchas personas,VPN
141,y entra la peluquería &um para corta su pelo,VN
141,Mr Bean &um brinca en la cama,VPN
141,&um ser brinca en la cama,VPN
141,o camina con un pie,V
141,&um en este (1)video &um Mr Bean camina &um a la calle,VPN
141,y [/] &um y él &um camina &um <en un dirección> [//] en un otra dirección del [/] del coche,VPN
141,en este (1)video &um Mr Bean camina con [/] con un pie &um en el medio del calle,VPN
141,y [/] &um y entra &um la sala,VN
141,en este (1)video &um Mr Bean corre alrededor de &um la manta,VPN
141,&um en este (1)video &um Mr Bean &um camina en el medio de la calle,VPN
141,y [/] &um y las coches a la derecha de Mr Bean &um &um está (1)moviendo cerca de un arco,VPN
141,y los coches &um a la izquierda de &um Mr Bean &um está (1)moviendo en [/] en un opuesto dirección,VPN
141,y [/] &um y &um el sombrero &um sube a la tierra,VPN
141,&um en este (1)video &um &um el hombre con [/] &um con &um la chaquete [: chaqueta] [*] negro &um cae &um al suelo,VPN
141,y [/] &um y él &um camina con sus manos y pies &um en [/] en un andén del [/] del tren,VPN
141,&um en este (1)video &um Mr Bean &um entra a la habitación &um con (2)llave ,VPN
141,&um en este (1)video Mr Bean &um corre a las escaleras,VPN
141,&um en este (1)video &um el perro &um corre &um debajo de [//] del Mr Bean,VPN
141,&um en este (1)video Mr Bean &um &um corre &um en el calle,VPN
141,y él &um entra un [/] &um un edificio,VN
141,él corre,V
141,&um en este (1)video &um Mr Bean &um sube &um en su libro &um &um con sus zapatos sí,VPN
141,y [/] y él está [/] &um está muva [: (1)moviendo] [*] con [/] con un pie,V
141,y la rana quiere escapar el jarro porque # él está gracioso,VN
141,el niño brinca de la (1)ventana para ayudar su perro ,VPN
141,el niño y su perro caminan a [//] al bosque,VPN
141,cuando el niño mira en el hueco una ardilla # salir [//] salí un hueco,VN
141,después la primera hueco el niño camina al árbol,VPN
141,y el perro corre # porque las abejas son # no [/] no contentas con el perro ,V
141,cuando el niño camina de el hueco del búho él mira un piedra,VPN
141,"cuando el niño es en sus cuernos el (1)venado corre # +/.+, y corre a el precipicio",VPN
141,y el perro corre también,V
141,&um el niño y el perro &um están en el tronco &um para esquepan [: escapar] [*] el estanque,VN
141,el niño &um corre a su rana &um con la red y &um su perro,VPN
141,entonces el niño &um # &um corre &um a su tronco,VPN
141,y &um el niño &um no corre,V
141,&um el niño entra el estanque,VN
141,&um pero no quiere &um entrar el estanque ,VN
141,y &um el perro entra la estanque también,VN
141,&um la rana &um sienta en el tronco,VPN
141,y el perro corre a su rana,VPN
141,&um entonces la rana &um brinca de el tronco,VPN
141,y &um entra el estanque ,VN
141,porque sus amigos &um salen,V
141,la rana &um sale su piedra,VN
141,&um la rana segué [: siguió] [*] [//] seguí [: siguió] [*] las huellas a la casa,VN
141,&um la rana segué [: siguió] [*] [//] seguí [: siguió] [*] las huellas a la casa,VN
141,el [//] la rana camina a las escaleras,VPN
141,entonces la rana brinca a la bañera,VPN
141,&um a seguir el niño el niño y el perro,VN
141,&um porque las huellas &um fue a las escaleras,VPN
141,&um y los &um niños el niño y su perro entra &um el parque de la ciudad &um con la rana y la tortuga,VN
141,&um y por eso la rana esquepa [: escapa] [*] la cubeta,VN
141,y decide [/] &um decide brincar en la canasta,VPN
141,&um para &um hacer la rana &um sale,V
141,&um pero la rana brinca a &um el estanque y especificamente &um el [//] al barco,VPN
141,y la rana &um brinca a &um su cochecito ,VPN
141,&um y la rana corre &um de sus problemas,VPN
141,y &um el niño &um dice su perro &um &um corre después &um el gato,VPN
141,y ellos quieren &um sale [//] salen el parque,VN
141,&um y la rana entra el bolsillo de <la (1)vestido del niño> [//] el traje del niño,VN
141,y entra la casa ,VN
141,y la familia &um quiere el niño &um &um salir la casa ,VN
141,y el niño necesita salir su perro y su tortuga ,VN
141,&um y la rana salé [: salió] [*] [//] salí la [//] &um el bolsillo de [//] del traje,VN
141,y la rana quiere entrar la saxofón,VN
141,&um y la rana &um brinca en el saxofón,VPN
141,&um la rana &um salí el [//] la saxofón,VN
141,&um él &um entra el tambor &um por accidente ,VN
141,&um y la rana brinca del problema ,VPN
141,&um y la rana &um brinca de sus problemas sí,VPN
141,y &um el niño &um sigue el mesero,VN
141,que la familia &um salir &um,V
141,y cuando la familia &um (1)vuelven a la casa,VPN
141,que el niño necesita entrar &um su cuarto ,VN
141,y &um cuando el niño entra &um el cuarto ,VN
142,dónde el tren &um ir,V
142,Mr Bean &um puede ir de coche &um sí ,VPN
142,entonces <él (1)voy> [//] él (2)va a la agua,VPN
142,es muy grande <para pasar> [/] para pasar barrera &um en andén,VN
142,&um Mr Bean (1)va a túnel &um <después de> [//] <después de (2)ver> [/] después de (3)ver el chico jugar &um saxofón,VPN
142,<Mr Bean &um sale> [//] <Mr Bean sale habitación> [//] Mr Bean sale de habitación &um para &um para no sé,VPN
142,entonces él fue [//] fue a tren,VPN
142,y Mr Bean brinca &um ,V
142,Mr Bean puedo usar tobogán &um para ir al agua ,VPN
142,Mr Bean &um <Mr Bean sale> [/] Mr Bean sale de la habitacion [/] habitación con papel ,VPN
142,&um sí Mr Bean sale [/] sale &um de el habita(ción) ,VPN
142,Mr Bean entra entra entrar entrar a su habi(tación) [/] habitación,VPN
142,Mr Bean usa el pie para bailar ,V
142,Mr Bean está muy alegro [: alegre] [*] &um con bailar,V
142,entonces él entra [/] entra a fotomatón para tomar el foto probablemente,VPN
142,Mr Bean &um Mr Bean usa escaleras para <ir al> [/] ir <al> [/] <al lugar> [//] a la lugar,VPN
142,porque él brinca en la cama,VPN
142,Mr Bean &um cama [: camina] [*] no cama [: camina] [*],V
142,Mr Bean cama [: camina] [*] en carretera,VPN
142,&um porque Mr Bean mira como él <(1)va a algo> [/] (2)va a algo sí,VPN
142,&um Mr Bean &um (1)va a la taquilla con el perro,VPN
142,Mr Bean &um cama [: camina] [*] [^ eng: backwards] en [/] &um en el andén [/] andén de xxx octobus@n octobus@n andén de octobus@n,VPN
142,Mr Bean no puede entrar <la clase de> [/] &um la clase de &um laboratorio,VN
142,pero él entré [: entró] [*] [//] entra,V
142,Mr Bean usa escal(eras) [/] escaleras <para &um ir> [//] para &um <ir al> [/] ir al agua sí,VPN
142,entonces Mr Bean (1)va al fotomatón,VPN
142,&um Mr Bean &um (1)va a la peluquería,VPN
142,o camina con un pie,V
142,Mr Bean corre en el parque,VPN
142,entonces él corre,V
142,él &um llegue no,V
142,él llega de coche,VPN
142,entonces Mr Bean &um &um <puedo ir a> [/] puedo ir a [//] al cocina para tener &um el ropa,VPN
142,Mr Bean &um entra de sala,VPN
142,Mr Bean # Mr Bean muve [: (1)mueve] [*] sin sentar en manta ,V
142,Mr Bean # Mr Bean muve [: (1)mueve] [*] sin sentar en manta ,VPN
142,porque él # él &um puede # puedo # puede ir al algo,VPN
142,Mr Bean entra al habitación,VPN
142,Mr Bean usa escaleras [/] escaleras para ir a algo # sí ,VPN
142,el perro # (1)va [/] (2)va a algo con Mr Bean,VPN
142,y [/] &um y Mr Bean puedo [//] puede <ir a la> [//] ir al edificio [/] edificio [^ eng: raffle today] sí sí ,VPN
142,pero rana puede salir del jarro ,VPN
142,entonces abejas &um # salen,V
142,entonces &um niño (1)va a piedra,VPN
142,"	&um (1)venado [/] &um (2)venado [//] &um el (3)venado (4)va a precipi(cio) [/] precipicio con niño y perro",VPN
142,&um y el niño y perro (1)vamos a el lugar algo lugar ,VPN
142,entonces ellos empienzan [: empiezan] [*] [//] empienzen [: empiezan] [*] camar [: caminar] [*] [//] camar [: caminar] [*] [//] camar [: caminar] [*] [//] caminar [/] caminar para rana,VPN
142,entonces (1)van a tronco con red,VPN
142,la rana (1)va a la agua ,VPN
142,porque rana (1)va a piedra,VPN
142,pero rana [/] &um rana quiere ir a algo,VPN
142,&um rana no quiere ir [/] ir con niño y perro ,V
142,sí rana &um rana (1)va a canasta para comida,VPN
142,entonces rana &um <(1)va a> [//] (2)va a la lugar diferente ,VPN
142,&um xxx &um la rana quiere <ir a> [/] ir a barco en el estanque ,VPN
142,&um xxx &um la rana quiere <ir a> [/] ir a barco en el estanque ,VPN
142,entonces &um blanco blaco@n la mujer &um <(1)va a> [/] (2)va al estanque para tomar &um el barco ,VPN
142,entonces gato &um # quiere ir a cochec(ito) [/] cochecito,VPN
142,&um niño &um niño &um (1)vuelve después de saber ,V
142,&um gato [//] &um <gato (1)va> [/] gato (2)va a la casa,VPN
142,ahora &um ellos (1)vuelven [/] <(2)vuelven a> [/] (3)vuelven a la casa de parque de ciudad,VPN
142,ahora &um ellos (1)vuelven [/] <(2)vuelven a> [/] (3)vuelven a la casa de parque de ciudad,VPN
142,rana ir a [/] a [^ eng: basket] ,VPN
142,pero rana &um <puede ir> [//] puede [/] puede ir con el niño,V
142,entonces rana entra a &um bolsillo [/] bolsillo de su ropa,VPN
142,porque &um rana &um (1)va con [/] con su familia,V
142,rana entra en saxofón,VPN
142,entonces rana (1)va a algo,VPN
142,entonces el niño &um pregunta para (1)volv(er) [/] (2)volver,V
142,entonces la familia lleg(a) [//] llugue [//] llegan [/] llegan [/] llegan el restaurante con la rana,VN
142,y el niño tiene ir a el cuarto con rana,VPN
143,&um Mr Bean &um # Mr Bean es en carretera para ir a locación,VPN
143,en este (1)video &um Mr Bean parece muy muy emocionado para nadar,V
143,&um y entonces está corriendo a la trampolín,VPN
143,&um Mr Bean en este (1)video está tratando &um salir de un coche,VPN
143,y Mr Bean necesita &um (1)mover las [//] la [//] las ropas para salir &um el coche,VN
143,porque &um él salió de la (1)ventana del coche ,VPN
143,en este (1)video Mr Bean está tratando a caminar pero con sólo un pie en la calle,VPN
143,porque está corriendo &um cerca de su habitación,VPN
143,&um en este (1)video &um Mr Bean está caminando en la carretera [/] carretera,VPN
143,pero no puedo (1)mover ,V
143,que están causando &um el cochecito para (1)volar en el ciel(o) [/] cielo,VPN
143,y sí los globos están &um usando el (1)viento y el cielo para (2)volar con el bebé,V
143,el cochecito está (1)volando muy próximo a un &um máquina de carnival [: (2)carnaval] [*] ,VPN
143,y se cayó en la agua de la piscina,VPN
143,cuando se cayó en el agua,VPN
143,y está (1)moviendo &um próximo <a un> [//] a una barrera [/] barrera sí,VPN
143,en este (1)video Mr Bean está caminando por un túnel,VPN
143,pero antes de entrar el túnel Mr Bean encontró a una musición@n o una persona,VN
143,pero Mr Bean <camina por> [/] camina por el hombre y en el túnel,VPN
143,que [/] &um que alguien puede usar para [/] &um para (1)mover abajo &um de la montaña,VPN
143,y Mr Bean está usando las escaleras para [/] &um para llegar al &um # al [/] al paso bajo,VPN
143,y ello [/] ello salió de su cama con la ropa,VPN
143,y corre afuera de la puerta,VPN
143,&um cuando [/] cuando se salió,V
143,y él entre [: entra] [*] la tren para montarlo a algún destinación,VN
143,y él entre [: entra] [*] la tren para montarlo a algún destinación,VPN
143,Mr Bean parece muy emocionado sobre ir en el tren también,VPN
143,entonces &um mientras él está sentándose,V
143,en este (1)video &um Mr Bean está (2)moviendo muy similar ,V
143,porque el tren salió sin sigo@n,V
143,porque el tren salió &um sin sigo@n ,V
143,&um de [//] del trampolín para entrar en el agua y la piscina,VPN
143,que Mr Bean está corriendo a trampolín,VPN
143,y está caminando por muchas personas algunas tiendas ,VPN
143,Mr Bean él es en piso para ir a la agua,VPN
143,Mr Bean camina rápida [: rápido] [*] [//] rápido por una tobogán ,VPN
143,y parece muy interesado para usar la tobogán para entrar en la piscina ,VPN
143,él (1)vestí de salir de la habitación,VPN
143,cuando sale,V
143,y entra en la habitación cerrando la puerta después [/] después de sí,VPN
143,cuando entra en la habitación ,VPN
143,y siempre está (1)moviendo ,V
143,y corre en la otra dirección ,VPN
143,y cuando y cuando la maquina de carnival [: (1)carnaval] [*] empieza (2)mover,V
143,&um la pañal empieza (1)volar [//] voler [: (2)volar] [*] en el aire &um y sí,VPN
143,y se cae al suelo,VPN
143,<pero no> [/] pero no muve [: (1)mueve] [*] [/] move [: (2)mueve] [*] mucho para ayudarle,V
143,cuando el hombre se cae,V
143,no muve [: (1)mueve] [*] más,V
143,y <está en el> [/] está en el piso (1)moviendo más próximo y más próximo &um muy lento,V
143,él decide entrar <la foto(matón)> [/] la fotomatón,VN
143,y entre [: entra] [*] ,V
143,Mr Bean ha [/] ha llegado a un [//] unas escaleras ,VPN
143,&um después de salir de su carro,VPN
143,&um y Mr Bean pasa por el hombre en las escaleras para entrar &um en un edificio,VPN
143,&um y Mr Bean pasa por el hombre en las escaleras para entrar &um en un edificio,VPN
143,Mr Bean estaba conduciendo con una bebé &um en la parte ante [//] posterior del su coche,V
143,y decide salir de la coche &um enfrente de un edificio ,VPN
143,entonces el hombre en el (1)vestido de karate necesita perseguir Mr Bean,VN
143,cuando Mr Bean corre de miedo,V
143,Mr Bean está caminando [//] pasa por muchas (1)ventajas de una tienda,V
143,Mr Bean está caminando [//] pasa por muchas (1)ventajas de una tienda,VPN
143,Mr Bean decidió [//] &um decide entrar la tienda &um desde la puerta,VN
143,porque él tren está saliendo,V
143,y no puede montarlo,V
143,está caminando en el calle <con una> [//] con la pie en el aire,VPN
143,y <está bailando> [/] está bailando,V
143,Mr Bean está caminando en el andén,VPN
143,Mr Bean &um sienta en la silla en [/] en la dormi(torio) con [^ eng: TV],VPN
143,Mr Bean se salió de su carro,VPN
143,y quiere montar una de las máquinas de (1)carnaval,VN
143,Mr Bean camina en (1)reversa en un andén de tren,VPN
143,cuando Mr Bea camina por su oficina en la andén,VPN
143,en este (1)video Mr Bean está corriendo después de una nota,VPN
143,la nota está (1)volando en el (2)viento,VPN
143,la nota <se cayó> [//] se cae en un grupo de pollos en el suelo,VPN
143,el billete está (1)volando por el (2)viento en el aire,VPN
143,<mientras de su cita> [//] mientras de la cita de Mr Bean la dentista <se cae> [/] se cae en el piso,VPN
143,pero en fin el doctor tiene una máquina &um en [/] en su cuerpo después de caerse,V
143,&um mientras él está (1)moviendo en el piso,VPN
143,y usa la puerta para entrar,V
143,Mr Bean monta las escaleras,VN
143,y monta más alta y más alta para llegar en el enfoque de la piscina,V
143,y monta más alta y más alta para llegar en el enfoque de la piscina,VPN
143,y (1)va a usar este plataforma para entrar &um para (2)volar por el aire,V
143,y (1)va a usar este plataforma para entrar &um para (2)volar por el aire,VPN
143,y entonces &um entrar la piscina,VN
143,Mr Bean salió [//] sale de la fomatón [: fotomatón] [*] y desp(ués) +...,VPN
143,y cierre [: cierra] [*] [//] &um cierre [: cierra] [*] la [/] la puerta de la fomotón [: fotomatón] [*] después de salir,V
143,y [/] y comienza perseguir un pollo &um <a (1)través de la> [//] a (2)través del centro,VN
143,mientras persigue el pollo,VN
143,y entonces el fin del (1)video # a fin # en el fin del (2)video el pollo <se escapé> [//] se escapa,V
143,Mr Bean <usa una> [//] usa la puerta para entrar en la peluquería,VPN
143,&um cuando entre [: entra] [*],V
143,Mr Bean se volve [: (1)vuelve] [*] emocionado,V
143,y está usando sus piernas o los piernas para (1)mover arriba y bajo en su silla # más alta y más bajo en su silla como un +...,VPN
143,Mr Bean está corriendo en una carretera,VPN
143,que él está persiguiendo algo,VN
143,Mr Bean está caminando en la calle,VPN
143,&um está persiguiendo un carro,VN
143,Mr Bean está corriendo,V
143,está escondiendo en una taquilla,VPN
143,está corriendo &um por el centro de la ciudad,VPN
143,entonces no no <no puede> [/] no puede &um camar [: caminar] [*],V
143,porque &um él pare o para correr,V
143,en este (1)video Mr Bean sale de su coche,VPN
143,entonces Mr Bean necesita correr sobre todo el calle para encontrarlo,VPN
143,y después de confirmarlo &um él se entró en la sala,VPN
143,y empieza caminar,V
143,y está corriendo &um acerca de una manta,VPN
143,&um en este (1)video Mr Bean está caminando en el calle o en un calle de Paris,VPN
143,&um él está caminando entre dos &um partes de una carretera,VPN
143,y entonces el sombrero &um entró en el cielo,VPN
143,y después él <se cae al suelo> [//] se cae en el suelo,VPN
143,y no se move [: (1)mueve] [*] nada cuando o después de caerse,V
143,y no se move [: (1)mueve] [*] nada cuando o después de caerse,V
143,está (1)moviendo <en sus> [//] en los brazos y piernas &um sobre el andén,VPN
143,después de abrir la puerta Mr Bean se entró en la habitación,VPN
143,y él monta [/] monta las escaleras para &um acceder la [/] <la próxima> [//] el próximo piso # un piso más alto que antes,VN
143,y él monta [/] monta las escaleras para &um acceder la [/] <la próxima> [//] el próximo piso # un piso más alto que antes,VN
143,y se salió inmediatamente cuando +...,V
143,&um sí entonces sí el perro está corriendo después de Mr Bean &um en la (1)carnaval,VPN
143,&um y esconder de la (1)lluvia,VPN
143,y en el fin del (1)video Mr Bean &um se entró en el edificio para esconder +...,VPN
143,y en el fin del (1)video Mr Bean &um se entró en el edificio para esconder +...,V
143,y él está corriendo <en el parque> [/] en el parque,VPN
143,entonces Mr Bean está persiguiendo el coche,VN
143,en que está caminando,V
143,que está &um siguiendo Mr Bean,VN
143,parece que la rana está saliendo del jarro para salir de la (1)ventana después,VPN
143,parece que la rana está saliendo del jarro para salir de la (1)ventana después,VPN
143,el perro &um se ha cayado [: caído] [*] de la (1)ventana con el jarro en su cabeza,VPN
